DU2076 Bonus Cap Certificate — N=200-Step Binomial Tree
Date      : 2025-09-04
S0        : 1707.93 EUR
K (cap)   : 2000.00 EUR
B (barrier): 1050.00 EUR
sigma     : 0.3898  (38.98% p.a.)
r         : 0.0334  (3.34% p.a.)
T         : 1.7851 years
dt        : 0.008925 years
u         : 1.037515
d         : 0.963842
q (risk-neutral prob): 0.494186
Total nodes: 20,301
======================================================================
  Step  UpMoves      S(n,j) EUR   V_cert(n,j) EUR  Status
   196      113       5155.7915         1997.6167  alive
   196      114       5549.8817         1997.6167  alive
   196      115       5974.0948         1997.6167  alive
   196      116       6430.7333         1997.6167  alive
   196      117       6922.2755         1997.6167  alive
   196      118       7451.3895         1997.6167  alive
   196      119       8020.9470         1997.6167  alive
   196      120       8634.0395         1997.6167  alive
   196      121       9293.9946         1997.6167  alive
   196      122      10004.3943         1997.6167  alive
   196      123      10769.0944         1997.6167  alive
   196      124      11592.2455         1997.6167  alive
   196      125      12478.3152         1997.6167  alive
   196      126      13432.1130         1997.6167  alive
   196      127      14458.8157         1997.6167  alive
   196      128      15563.9958         1997.6167  alive
   196      129      16753.6520         1997.6167  alive
   196      130      18034.2412         1997.6167  alive
   196      131      19412.7140         1997.6167  alive
   196      132      20896.5525         1997.6167  alive
   196      133      22493.8102         1997.6167  alive
   196      134      24213.1565         1997.6167  alive
   196      135      26063.9236         1997.6167  alive
   196      136      28056.1566         1997.6167  alive
   196      137      30200.6689         1997.6167  alive
   196      138      32509.0999         1997.6167  alive
   196      139      34993.9792         1997.6167  alive
   196      140      37668.7938         1997.6167  alive
   196      141      40548.0616         1997.6167  alive
   196      142      43647.4104         1997.6167  alive
   196      143      46983.6622         1997.6167  alive
   196      144      50574.9253         1997.6167  alive
   196      145      54440.6916         1997.6167  alive
   196      146      58601.9433         1997.6167  alive
   196      147      63081.2662         1997.6167  alive
   196      148      67902.9725         1997.6167  alive
   196      149      73093.2327         1997.6167  alive
   196      150      78680.2179         1997.6167  alive
   196      151      84694.2523         1997.6167  alive
   196      152      91167.9779         1997.6167  alive
   196      153      98136.5319         1997.6167  alive
   196      154     105637.7373         1997.6167  alive
   196      155     113712.3080         1997.6167  alive
   196      156     122404.0699         1997.6167  alive
   196      157     131760.1991         1997.6167  alive
   196      158     141831.4773         1997.6167  alive
   196      159     152672.5679         1997.6167  alive
   196      160     164342.3128         1997.6167  alive
   196      161     176904.0512         1997.6167  alive
   196      162     190425.9639         1997.6167  alive
   196      163     204981.4432         1997.6167  alive
   196      164     220649.4913         1997.6167  alive
   196      165     237515.1490         1997.6167  alive
   196      166     255669.9572         1997.6167  alive
   196      167     275212.4539         1997.6167  alive
   196      168     296248.7092         1997.6167  alive
   196      169     318892.9006         1997.6167  alive
   196      170     343267.9329         1997.6167  alive
   196      171     369506.1055         1997.6167  alive
   196      172     397749.8302         1997.6167  alive
   196      173     428152.4041         1997.6167  alive
   196      174     460878.8420         1997.6167  alive
   196      175     496106.7717         1997.6167  alive
   196      176     534027.3983         1997.6167  alive
   196      177     574846.5419         1997.6167  alive
   196      178     618785.7548         1997.6167  alive
   196      179     666083.5239         1997.6167  alive
   196      180     716996.5653         1997.6167  alive
   196      181     771801.2174         1997.6167  alive
   196      182     830794.9410         1997.6167  alive
   196      183     894297.9338         1997.6167  alive
   196      184     962654.8681         1997.6167  alive
   196      185    1036236.7619         1997.6167  alive
   196      186    1115442.9924         1997.6167  alive
   196      187    1200703.4638         1997.6167  alive
   196      188    1292480.9406         1997.6167  alive
   196      189    1391273.5593         1997.6167  alive
   196      190    1497617.5323         1997.6167  alive
   196      191    1612090.0581         1997.6167  alive
   196      192    1735312.4542         1997.6167  alive
   196      193    1867953.5294         1997.6167  alive
   196      194    2010733.2138         1997.6167  alive
   196      195    2164426.4664         1997.6167  alive
   196      196    2329867.4813         1997.6167  alive
   197        0          1.2067            1.2066  KNOCKED OUT
   197        1          1.2990            1.2988  KNOCKED OUT
   197        2          1.3983            1.3981  KNOCKED OUT
   197        3          1.5051            1.5049  KNOCKED OUT
   197        4          1.6202            1.6200  KNOCKED OUT
   197        5          1.7440            1.7438  KNOCKED OUT
   197        6          1.8773            1.8771  KNOCKED OUT
   197        7          2.0208            2.0206  KNOCKED OUT
   197        8          2.1753            2.1750  KNOCKED OUT
   197        9          2.3416            2.3412  KNOCKED OUT
   197       10          2.5206            2.5202  KNOCKED OUT
   197       11          2.7132            2.7128  KNOCKED OUT
   197       12          2.9206            2.9202  KNOCKED OUT
   197       13          3.1439            3.1434  KNOCKED OUT
   197       14          3.3842            3.3837  KNOCKED OUT
   197       15          3.6428            3.6423  KNOCKED OUT
   197       16          3.9213            3.9207  KNOCKED OUT
   197       17          4.2210            4.2204  KNOCKED OUT
   197       18          4.5436            4.5430  KNOCKED OUT
   197       19          4.8909            4.8902  KNOCKED OUT
   197       20          5.2648            5.2640  KNOCKED OUT
   197       21          5.6672            5.6664  KNOCKED OUT
   197       22          6.1004            6.0995  KNOCKED OUT
   197       23          6.5667            6.5657  KNOCKED OUT
   197       24          7.0686            7.0676  KNOCKED OUT
   197       25          7.6089            7.6078  KNOCKED OUT
   197       26          8.1905            8.1893  KNOCKED OUT
   197       27          8.8166            8.8153  KNOCKED OUT
   197       28          9.4905            9.4891  KNOCKED OUT
   197       29         10.2159           10.2144  KNOCKED OUT
   197       30         10.9968           10.9952  KNOCKED OUT
   197       31         11.8373           11.8356  KNOCKED OUT
   197       32         12.7421           12.7403  KNOCKED OUT
   197       33         13.7161           13.7141  KNOCKED OUT
   197       34         14.7645           14.7624  KNOCKED OUT
   197       35         15.8930           15.8908  KNOCKED OUT
   197       36         17.1079           17.1054  KNOCKED OUT
   197       37         18.4155           18.4129  KNOCKED OUT
   197       38         19.8231           19.8203  KNOCKED OUT
   197       39         21.3383           21.3353  KNOCKED OUT
   197       40         22.9694           22.9661  KNOCKED OUT
   197       41         24.7251           24.7215  KNOCKED OUT
   197       42         26.6150           26.6111  KNOCKED OUT
   197       43         28.6493           28.6452  KNOCKED OUT
   197       44         30.8392           30.8347  KNOCKED OUT
   197       45         33.1964           33.1916  KNOCKED OUT
   197       46         35.7338           35.7287  KNOCKED OUT
   197       47         38.4652           38.4596  KNOCKED OUT
   197       48         41.4053           41.3993  KNOCKED OUT
   197       49         44.5702           44.5638  KNOCKED OUT
   197       50         47.9770           47.9700  KNOCKED OUT
   197       51         51.6442           51.6367  KNOCKED OUT
   197       52         55.5917           55.5836  KNOCKED OUT
   197       53         59.8409           59.8322  KNOCKED OUT
   197       54         64.4149           64.4056  KNOCKED OUT
   197       55         69.3386           69.3285  KNOCKED OUT
   197       56         74.6386           74.6278  KNOCKED OUT
   197       57         80.3437           80.3321  KNOCKED OUT
   197       58         86.4848           86.4723  KNOCKED OUT
   197       59         93.0954           93.0820  KNOCKED OUT
   197       60        100.2113          100.1968  KNOCKED OUT
   197       61        107.8711          107.8555  KNOCKED OUT
   197       62        116.1164          116.0996  KNOCKED OUT
   197       63        124.9919          124.9739  KNOCKED OUT
   197       64        134.5459          134.5264  KNOCKED OUT
   197       65        144.8301          144.8091  KNOCKED OUT
   197       66        155.9004          155.8778  KNOCKED OUT
   197       67        167.8168          167.7926  KNOCKED OUT
   197       68        180.6441          180.6180  KNOCKED OUT
   197       69        194.4519          194.4238  KNOCKED OUT
   197       70        209.3151          209.2849  KNOCKED OUT
   197       71        225.3144          225.2819  KNOCKED OUT
   197       72        242.5367          242.5016  KNOCKED OUT
   197       73        261.0753          261.0376  KNOCKED OUT
   197       74        281.0310          280.9903  KNOCKED OUT
   197       75        302.5120          302.4682  KNOCKED OUT
   197       76        325.6349          325.5878  KNOCKED OUT
   197       77        350.5253          350.4746  KNOCKED OUT
   197       78        377.3182          377.2636  KNOCKED OUT
   197       79        406.1590          406.1003  KNOCKED OUT
   197       80        437.2044          437.1411  KNOCKED OUT
   197       81        470.6227          470.5546  KNOCKED OUT
   197       82        506.5954          506.5222  KNOCKED OUT
   197       83        545.3177          545.2389  KNOCKED OUT
   197       84        586.9999          586.9150  KNOCKED OUT
   197       85        631.8681          631.7767  KNOCKED OUT
   197       86        680.1658          680.0674  KNOCKED OUT
   197       87        732.1552          732.0494  KNOCKED OUT
   197       88        788.1186          788.0046  KNOCKED OUT
   197       89        848.3595          848.2369  KNOCKED OUT
   197       90        913.2051          913.0731  KNOCKED OUT
   197       91        983.0072          982.8651  KNOCKED OUT
   197       92       1058.1448         1379.3457  alive
   197       93       1139.0256         1871.4878  alive
   197       94       1226.0886         1998.2123  alive
   197       95       1319.8064         1998.2123  alive
   197       96       1420.6877         1998.2123  alive
   197       97       1529.2800         1998.2123  alive
   197       98       1646.1727         1998.2123  alive
   197       99       1772.0002         1998.2123  alive
   197      100       1907.4456         1998.2123  alive
   197      101       2053.2439         1998.2123  alive
   197      102       2210.1865         1998.2123  alive
   197      103       2379.1253         1998.2123  alive
   197      104       2560.9771         1998.2123  alive
   197      105       2756.7290         1998.2123  alive
   197      106       2967.4435         1998.2123  alive
   197      107       3194.2643         1998.2123  alive
   197      108       3438.4224         1998.2123  alive
   197      109       3701.2431         1998.2123  alive
   197      110       3984.1529         1998.2123  alive
   197      111       4288.6873         1998.2123  alive
   197      112       4616.4992         1998.2123  alive
   197      113       4969.3679         1998.2123  alive
   197      114       5349.2086         1998.2123  alive
   197      115       5758.0830         1998.2123  alive
   197      116       6198.2103         1998.2123  alive
   197      117       6671.9793         1998.2123  alive
   197      118       7181.9615         1998.2123  alive
   197      119       7730.9249         1998.2123  alive
   197      120       8321.8492         1998.2123  alive
   197      121       8957.9416         1998.2123  alive
   197      122       9642.6546         1998.2123  alive
   197      123      10379.7046         1998.2123  alive
   197      124      11173.0921         1998.2123  alive
   197      125      12027.1232         1998.2123  alive
   197      126      12946.4335         1998.2123  alive
   197      127      13936.0126         1998.2123  alive
   197      128      15001.2315         1998.2123  alive
   197      129      16147.8720         1998.2123  alive
   197      130      17382.1575         1998.2123  alive
   197      131      18710.7874         1998.2123  alive
   197      132      20140.9731         1998.2123  alive
   197      133      21680.4770         1998.2123  alive
   197      134      23337.6551         1998.2123  alive
   197      135      25121.5020         1998.2123  alive
   197      136      27041.6997         1998.2123  alive
   197      137      29108.6705         1998.2123  alive
   197      138      31333.6331         1998.2123  alive
   197      139      33728.6639         1998.2123  alive
   197      140      36306.7623         1998.2123  alive
   197      141      39081.9213         1998.2123  alive
   197      142      42069.2035         1998.2123  alive
   197      143      45284.8229         1998.2123  alive
   197      144      48746.2328         1998.2123  alive
   197      145      52472.2204         1998.2123  alive
   197      146      56483.0092         1998.2123  alive
   197      147      60800.3683         1998.2123  alive
   197      148      65447.7309         1998.2123  alive
   197      149      70450.3213         1998.2123  alive
   197      150      75835.2918         1998.2123  alive
   197      151      81631.8701         1998.2123  alive
   197      152      87871.5182         1998.2123  alive
   197      153      94588.1027         1998.2123  alive
   197      154     101818.0788         1998.2123  alive
   197      155     109600.6885         1998.2123  alive
   197      156     117978.1730         1998.2123  alive
   197      157     126996.0024         1998.2123  alive
   197      158     136703.1224         1998.2123  alive
   197      159     147152.2200         1998.2123  alive
   197      160     158400.0092         1998.2123  alive
   197      161     170507.5391         1998.2123  alive
   197      162     183540.5254         1998.2123  alive
   197      163     197569.7064         1998.2123  alive
   197      164     212671.2279         1998.2123  alive
   197      165     228927.0556         1998.2123  alive
   197      166     246425.4207         1998.2123  alive
   197      167     265261.2982         1998.2123  alive
   197      168     285536.9227         1998.2123  alive
   197      169     307362.3435         1998.2123  alive
   197      170     330856.0213         1998.2123  alive
   197      171     356145.4718         1998.2123  alive
   197      172     383367.9574         1998.2123  alive
   197      173     412671.2324         1998.2123  alive
   197      174     444214.3449         1998.2123  alive
   197      175     478168.5000         1998.2123  alive
   197      176     514717.9893         1998.2123  alive
   197      177     554061.1908         1998.2123  alive
   197      178     596411.6458         1998.2123  alive
   197      179     641999.2181         1998.2123  alive
   197      180     691071.3414         1998.2123  alive
   197      181     743894.3621         1998.2123  alive
   197      182     800754.9855         1998.2123  alive
   197      183     861961.8316         1998.2123  alive
   197      184     927847.1100         1998.2123  alive
   197      185     998768.4233         1998.2123  alive
   197      186    1075110.7081         1998.2123  alive
   197      187    1157288.3239         1998.2123  alive
   197      188    1245747.3027         1998.2123  alive
   197      189    1340967.7694         1998.2123  alive
   197      190    1443466.5478         1998.2123  alive
   197      191    1553799.9661         1998.2123  alive
   197      192    1672566.8761         1998.2123  alive
   197      193    1800411.9038         1998.2123  alive
   197      194    1938028.9480         1998.2123  alive
   197      195    2086164.9467         1998.2123  alive
   197      196    2245623.9311         1998.2123  alive
   197      197    2417271.3897         1998.2123  alive
   198        0          1.1631            1.1630  KNOCKED OUT
   198        1          1.2520            1.2519  KNOCKED OUT
   198        2          1.3477            1.3476  KNOCKED OUT
   198        3          1.4507            1.4506  KNOCKED OUT
   198        4          1.5616            1.5615  KNOCKED OUT
   198        5          1.6810            1.6808  KNOCKED OUT
   198        6          1.8095            1.8093  KNOCKED OUT
   198        7          1.9478            1.9476  KNOCKED OUT
   198        8          2.0967            2.0965  KNOCKED OUT
   198        9          2.2569            2.2567  KNOCKED OUT
   198       10          2.4294            2.4292  KNOCKED OUT
   198       11          2.6151            2.6149  KNOCKED OUT
   198       12          2.8150            2.8147  KNOCKED OUT
   198       13          3.0302            3.0299  KNOCKED OUT
   198       14          3.2618            3.2615  KNOCKED OUT
   198       15          3.5111            3.5108  KNOCKED OUT
   198       16          3.7795            3.7791  KNOCKED OUT
   198       17          4.0684            4.0680  KNOCKED OUT
   198       18          4.3794            4.3789  KNOCKED OUT
   198       19          4.7141            4.7136  KNOCKED OUT
   198       20          5.0744            5.0739  KNOCKED OUT
   198       21          5.4623            5.4618  KNOCKED OUT
   198       22          5.8798            5.8793  KNOCKED OUT
   198       23          6.3293            6.3286  KNOCKED OUT
   198       24          6.8130            6.8124  KNOCKED OUT
   198       25          7.3338            7.3331  KNOCKED OUT
   198       26          7.8944            7.8936  KNOCKED OUT
   198       27          8.4978            8.4970  KNOCKED OUT
   198       28          9.1473            9.1464  KNOCKED OUT
   198       29          9.8465            9.8456  KNOCKED OUT
   198       30         10.5992           10.5981  KNOCKED OUT
   198       31         11.4093           11.4082  KNOCKED OUT
   198       32         12.2814           12.2802  KNOCKED OUT
   198       33         13.2201           13.2189  KNOCKED OUT
   198       34         14.2306           14.2293  KNOCKED OUT
   198       35         15.3184           15.3169  KNOCKED OUT
   198       36         16.4893           16.4877  KNOCKED OUT
   198       37         17.7496           17.7479  KNOCKED OUT
   198       38         19.1064           19.1045  KNOCKED OUT
   198       39         20.5668           20.5648  KNOCKED OUT
   198       40         22.1388           22.1367  KNOCKED OUT
   198       41         23.8311           23.8288  KNOCKED OUT
   198       42         25.6526           25.6501  KNOCKED OUT
   198       43         27.6134           27.6108  KNOCKED OUT
   198       44         29.7241           29.7212  KNOCKED OUT
   198       45         31.9961           31.9930  KNOCKED OUT
   198       46         34.4418           34.4384  KNOCKED OUT
   198       47         37.0744           37.0708  KNOCKED OUT
   198       48         39.9082           39.9043  KNOCKED OUT
   198       49         42.9586           42.9545  KNOCKED OUT
   198       50         46.2422           46.2378  KNOCKED OUT
   198       51         49.7768           49.7720  KNOCKED OUT
   198       52         53.5816           53.5764  KNOCKED OUT
   198       53         57.6772           57.6716  KNOCKED OUT
   198       54         62.0858           62.0798  KNOCKED OUT
   198       55         66.8314           66.8250  KNOCKED OUT
   198       56         71.9398           71.9328  KNOCKED OUT
   198       57         77.4386           77.4311  KNOCKED OUT
   198       58         83.3577           83.3497  KNOCKED OUT
   198       59         89.7293           89.7206  KNOCKED OUT
   198       60         96.5879           96.5786  KNOCKED OUT
   198       61        103.9707          103.9607  KNOCKED OUT
   198       62        111.9179          111.9071  KNOCKED OUT
   198       63        120.4725          120.4608  KNOCKED OUT
   198       64        129.6809          129.6684  KNOCKED OUT
   198       65        139.5933          139.5798  KNOCKED OUT
   198       66        150.2633          150.2488  KNOCKED OUT
   198       67        161.7489          161.7333  KNOCKED OUT
   198       68        174.1124          174.0956  KNOCKED OUT
   198       69        187.4209          187.4029  KNOCKED OUT
   198       70        201.7467          201.7273  KNOCKED OUT
   198       71        217.1675          217.1466  KNOCKED OUT
   198       72        233.7670          233.7445  KNOCKED OUT
   198       73        251.6353          251.6111  KNOCKED OUT
   198       74        270.8694          270.8433  KNOCKED OUT
   198       75        291.5737          291.5456  KNOCKED OUT
   198       76        313.8606          313.8303  KNOCKED OUT
   198       77        337.8509          337.8184  KNOCKED OUT
   198       78        363.6751          363.6400  KNOCKED OUT
   198       79        391.4731          391.4353  KNOCKED OUT
   198       80        421.3959          421.3553  KNOCKED OUT
   198       81        453.6059          453.5622  KNOCKED OUT
   198       82        488.2779          488.2308  KNOCKED OUT
   198       83        525.6001          525.5494  KNOCKED OUT
   198       84        565.7751          565.7206  KNOCKED OUT
   198       85        609.0209          608.9622  KNOCKED OUT
   198       86        655.5723          655.5091  KNOCKED OUT
   198       87        705.6819          705.6139  KNOCKED OUT
   198       88        759.6217          759.5485  KNOCKED OUT
   198       89        817.6845          817.6056  KNOCKED OUT
   198       90        880.1853          880.1005  KNOCKED OUT
   198       91        947.4636          947.3722  KNOCKED OUT
   198       92       1019.8843         1019.7860  KNOCKED OUT
   198       93       1097.8406         1748.1974  alive
   198       94       1181.7556         1998.8080  alive
   198       95       1272.0848         1998.8080  alive
   198       96       1369.3184         1998.8080  alive
   198       97       1473.9842         1998.8080  alive
   198       98       1586.6502         1998.8080  alive
   198       99       1707.9281         1998.8080  alive
   198      100       1838.4760         1998.8080  alive
   198      101       1979.0025         1998.8080  alive
   198      102       2130.2704         1998.8080  alive
   198      103       2293.1007         1998.8080  alive
   198      104       2468.3771         1998.8080  alive
   198      105       2657.0510         1998.8080  alive
   198      106       2860.1465         1998.8080  alive
   198      107       3078.7658         1998.8080  alive
   198      108       3314.0957         1998.8080  alive
   198      109       3567.4133         1998.8080  alive
   198      110       3840.0936         1998.8080  alive
   198      111       4133.6166         1998.8080  alive
   198      112       4449.5755         1998.8080  alive
   198      113       4789.6851         1998.8080  alive
   198      114       5155.7915         1998.8080  alive
   198      115       5549.8817         1998.8080  alive
   198      116       5974.0948         1998.8080  alive
   198      117       6430.7333         1998.8080  alive
   198      118       6922.2755         1998.8080  alive
   198      119       7451.3895         1998.8080  alive
   198      120       8020.9470         1998.8080  alive
   198      121       8634.0395         1998.8080  alive
   198      122       9293.9946         1998.8080  alive
   198      123      10004.3943         1998.8080  alive
   198      124      10769.0944         1998.8080  alive
   198      125      11592.2455         1998.8080  alive
   198      126      12478.3152         1998.8080  alive
   198      127      13432.1130         1998.8080  alive
   198      128      14458.8157         1998.8080  alive
   198      129      15563.9958         1998.8080  alive
   198      130      16753.6520         1998.8080  alive
   198      131      18034.2412         1998.8080  alive
   198      132      19412.7140         1998.8080  alive
   198      133      20896.5525         1998.8080  alive
   198      134      22493.8102         1998.8080  alive
   198      135      24213.1565         1998.8080  alive
   198      136      26063.9236         1998.8080  alive
   198      137      28056.1566         1998.8080  alive
   198      138      30200.6689         1998.8080  alive
   198      139      32509.0999         1998.8080  alive
   198      140      34993.9792         1998.8080  alive
   198      141      37668.7938         1998.8080  alive
   198      142      40548.0616         1998.8080  alive
   198      143      43647.4104         1998.8080  alive
   198      144      46983.6622         1998.8080  alive
   198      145      50574.9253         1998.8080  alive
   198      146      54440.6916         1998.8080  alive
   198      147      58601.9433         1998.8080  alive
   198      148      63081.2662         1998.8080  alive
   198      149      67902.9725         1998.8080  alive
   198      150      73093.2327         1998.8080  alive
   198      151      78680.2179         1998.8080  alive
   198      152      84694.2523         1998.8080  alive
   198      153      91167.9779         1998.8080  alive
   198      154      98136.5319         1998.8080  alive
   198      155     105637.7373         1998.8080  alive
   198      156     113712.3080         1998.8080  alive
   198      157     122404.0699         1998.8080  alive
   198      158     131760.1991         1998.8080  alive
   198      159     141831.4773         1998.8080  alive
   198      160     152672.5679         1998.8080  alive
   198      161     164342.3128         1998.8080  alive
   198      162     176904.0512         1998.8080  alive
   198      163     190425.9639         1998.8080  alive
   198      164     204981.4432         1998.8080  alive
   198      165     220649.4913         1998.8080  alive
   198      166     237515.1490         1998.8080  alive
   198      167     255669.9572         1998.8080  alive
   198      168     275212.4539         1998.8080  alive
   198      169     296248.7092         1998.8080  alive
   198      170     318892.9006         1998.8080  alive
   198      171     343267.9329         1998.8080  alive
   198      172     369506.1055         1998.8080  alive
   198      173     397749.8302         1998.8080  alive
   198      174     428152.4041         1998.8080  alive
   198      175     460878.8420         1998.8080  alive
   198      176     496106.7717         1998.8080  alive
   198      177     534027.3983         1998.8080  alive
   198      178     574846.5419         1998.8080  alive
   198      179     618785.7548         1998.8080  alive
   198      180     666083.5239         1998.8080  alive
   198      181     716996.5653         1998.8080  alive
   198      182     771801.2174         1998.8080  alive
   198      183     830794.9410         1998.8080  alive
   198      184     894297.9338         1998.8080  alive
   198      185     962654.8681         1998.8080  alive
   198      186    1036236.7619         1998.8080  alive
   198      187    1115442.9924         1998.8080  alive
   198      188    1200703.4638         1998.8080  alive
   198      189    1292480.9406         1998.8080  alive
   198      190    1391273.5593         1998.8080  alive
   198      191    1497617.5323         1998.8080  alive
   198      192    1612090.0581         1998.8080  alive
   198      193    1735312.4542         1998.8080  alive
   198      194    1867953.5294         1998.8080  alive
   198      195    2010733.2138         1998.8080  alive
   198      196    2164426.4664         1998.8080  alive
   198      197    2329867.4813         1998.8080  alive
   198      198    2507954.2155         1998.8080  alive
   199        0          1.1211            1.1210  KNOCKED OUT
   199        1          1.2067            1.2067  KNOCKED OUT
   199        2          1.2990            1.2989  KNOCKED OUT
   199        3          1.3983            1.3982  KNOCKED OUT
   199        4          1.5051            1.5051  KNOCKED OUT
   199        5          1.6202            1.6201  KNOCKED OUT
   199        6          1.7440            1.7440  KNOCKED OUT
   199        7          1.8773            1.8773  KNOCKED OUT
   199        8          2.0208            2.0207  KNOCKED OUT
   199        9          2.1753            2.1752  KNOCKED OUT
   199       10          2.3416            2.3415  KNOCKED OUT
   199       11          2.5206            2.5204  KNOCKED OUT
   199       12          2.7132            2.7131  KNOCKED OUT
   199       13          2.9206            2.9205  KNOCKED OUT
   199       14          3.1439            3.1437  KNOCKED OUT
   199       15          3.3842            3.3840  KNOCKED OUT
   199       16          3.6428            3.6427  KNOCKED OUT
   199       17          3.9213            3.9211  KNOCKED OUT
   199       18          4.2210            4.2208  KNOCKED OUT
   199       19          4.5436            4.5434  KNOCKED OUT
   199       20          4.8909            4.8907  KNOCKED OUT
   199       21          5.2648            5.2645  KNOCKED OUT
   199       22          5.6672            5.6669  KNOCKED OUT
   199       23          6.1004            6.1001  KNOCKED OUT
   199       24          6.5667            6.5664  KNOCKED OUT
   199       25          7.0686            7.0683  KNOCKED OUT
   199       26          7.6089            7.6086  KNOCKED OUT
   199       27          8.1905            8.1901  KNOCKED OUT
   199       28          8.8166            8.8162  KNOCKED OUT
   199       29          9.4905            9.4900  KNOCKED OUT
   199       30         10.2159           10.2154  KNOCKED OUT
   199       31         10.9968           10.9962  KNOCKED OUT
   199       32         11.8373           11.8368  KNOCKED OUT
   199       33         12.7421           12.7415  KNOCKED OUT
   199       34         13.7161           13.7154  KNOCKED OUT
   199       35         14.7645           14.7638  KNOCKED OUT
   199       36         15.8930           15.8923  KNOCKED OUT
   199       37         17.1079           17.1070  KNOCKED OUT
   199       38         18.4155           18.4146  KNOCKED OUT
   199       39         19.8231           19.8222  KNOCKED OUT
   199       40         21.3383           21.3373  KNOCKED OUT
   199       41         22.9694           22.9683  KNOCKED OUT
   199       42         24.7251           24.7239  KNOCKED OUT
   199       43         26.6150           26.6137  KNOCKED OUT
   199       44         28.6493           28.6479  KNOCKED OUT
   199       45         30.8392           30.8377  KNOCKED OUT
   199       46         33.1964           33.1948  KNOCKED OUT
   199       47         35.7338           35.7321  KNOCKED OUT
   199       48         38.4652           38.4633  KNOCKED OUT
   199       49         41.4053           41.4033  KNOCKED OUT
   199       50         44.5702           44.5681  KNOCKED OUT
   199       51         47.9770           47.9747  KNOCKED OUT
   199       52         51.6442           51.6417  KNOCKED OUT
   199       53         55.5917           55.5890  KNOCKED OUT
   199       54         59.8409           59.8380  KNOCKED OUT
   199       55         64.4149           64.4118  KNOCKED OUT
   199       56         69.3386           69.3352  KNOCKED OUT
   199       57         74.6386           74.6350  KNOCKED OUT
   199       58         80.3437           80.3398  KNOCKED OUT
   199       59         86.4848           86.4807  KNOCKED OUT
   199       60         93.0954           93.0910  KNOCKED OUT
   199       61        100.2113          100.2065  KNOCKED OUT
   199       62        107.8711          107.8659  KNOCKED OUT
   199       63        116.1164          116.1108  KNOCKED OUT
   199       64        124.9919          124.9859  KNOCKED OUT
   199       65        134.5459          134.5394  KNOCKED OUT
   199       66        144.8301          144.8231  KNOCKED OUT
   199       67        155.9004          155.8928  KNOCKED OUT
   199       68        167.8168          167.8087  KNOCKED OUT
   199       69        180.6441          180.6354  KNOCKED OUT
   199       70        194.4519          194.4426  KNOCKED OUT
   199       71        209.3151          209.3051  KNOCKED OUT
   199       72        225.3144          225.3036  KNOCKED OUT
   199       73        242.5367          242.5250  KNOCKED OUT
   199       74        261.0753          261.0627  KNOCKED OUT
   199       75        281.0310          281.0174  KNOCKED OUT
   199       76        302.5120          302.4974  KNOCKED OUT
   199       77        325.6349          325.6192  KNOCKED OUT
   199       78        350.5253          350.5084  KNOCKED OUT
   199       79        377.3182          377.3000  KNOCKED OUT
   199       80        406.1590          406.1394  KNOCKED OUT
   199       81        437.2044          437.1833  KNOCKED OUT
   199       82        470.6227          470.6000  KNOCKED OUT
   199       83        506.5954          506.5710  KNOCKED OUT
   199       84        545.3177          545.2915  KNOCKED OUT
   199       85        586.9999          586.9716  KNOCKED OUT
   199       86        631.8681          631.8376  KNOCKED OUT
   199       87        680.1658          680.1330  KNOCKED OUT
   199       88        732.1552          732.1199  KNOCKED OUT
   199       89        788.1186          788.0806  KNOCKED OUT
   199       90        848.3595          848.3186  KNOCKED OUT
   199       91        913.2051          913.1611  KNOCKED OUT
   199       92        983.0072          982.9598  KNOCKED OUT
   199       93       1058.1448         1503.7958  alive
   199       94       1139.0256         1999.4039  alive
   199       95       1226.0886         1999.4039  alive
   199       96       1319.8064         1999.4039  alive
   199       97       1420.6877         1999.4039  alive
   199       98       1529.2800         1999.4039  alive
   199       99       1646.1727         1999.4039  alive
   199      100       1772.0002         1999.4039  alive
   199      101       1907.4456         1999.4039  alive
   199      102       2053.2439         1999.4039  alive
   199      103       2210.1865         1999.4039  alive
   199      104       2379.1253         1999.4039  alive
   199      105       2560.9771         1999.4039  alive
   199      106       2756.7290         1999.4039  alive
   199      107       2967.4435         1999.4039  alive
   199      108       3194.2643         1999.4039  alive
   199      109       3438.4224         1999.4039  alive
   199      110       3701.2431         1999.4039  alive
   199      111       3984.1529         1999.4039  alive
   199      112       4288.6873         1999.4039  alive
   199      113       4616.4992         1999.4039  alive
   199      114       4969.3679         1999.4039  alive
   199      115       5349.2086         1999.4039  alive
   199      116       5758.0830         1999.4039  alive
   199      117       6198.2103         1999.4039  alive
   199      118       6671.9793         1999.4039  alive
   199      119       7181.9615         1999.4039  alive
   199      120       7730.9249         1999.4039  alive
   199      121       8321.8492         1999.4039  alive
   199      122       8957.9416         1999.4039  alive
   199      123       9642.6546         1999.4039  alive
   199      124      10379.7046         1999.4039  alive
   199      125      11173.0921         1999.4039  alive
   199      126      12027.1232         1999.4039  alive
   199      127      12946.4335         1999.4039  alive
   199      128      13936.0126         1999.4039  alive
   199      129      15001.2315         1999.4039  alive
   199      130      16147.8720         1999.4039  alive
   199      131      17382.1575         1999.4039  alive
   199      132      18710.7874         1999.4039  alive
   199      133      20140.9731         1999.4039  alive
   199      134      21680.4770         1999.4039  alive
